studentId,cpf,name,birthDate
4077cf59-9eb5-4d0b-bd94-708d0e2e0b45,CPF304,Aluno 304,01/01/1990
82a93cbb-6805-42f0-9055-8e9d1263e7c8,CPF305,Aluno 305,01/01/1990
56d45d93-7d9b-4dc3-8eae-36667b1f415b,CPF306,Aluno 306,01/01/1990
9ef96bb0-0acf-44eb-89c5-41e79e255827,CPF307,Aluno 307,01/01/1990
a13f7f66-8c3d-4b99-9ef7-4f2584b38c02,CPF308,Aluno 308,01/01/1990
66a6d66b-7a80-44cf-9402-abd05a5375bd,CPF309,Aluno 309,01/01/1990
d6abc9a7-addc-4464-9ccb-4aa10b3b37ce,CPF310,Aluno 310,01/01/1990
772e3717-e5b7-4acd-805d-29e5179fd1d7,CPF311,Aluno 311,01/01/1990
ae547145-b12e-4f0a-b580-4a3ae0e65ebf,CPF312,Aluno 312,01/01/1990
c78bfb25-a69c-47e7-8d21-9c216893f651,CPF313,Aluno 313,01/01/1990
c3421326-7a33-47db-9c74-0390766c6a72,CPF314,Aluno 314,01/01/1990
7fb598a2-dacb-4fa4-ab60-df0f34d648bb,CPF315,Aluno 315,01/01/1990
304ad4cd-7c60-4ec9-8e45-051c06c684aa,CPF316,Aluno 316,01/01/1990
f65d9c8c-828e-47ec-b3dc-836f21147f02,CPF317,Aluno 317,01/01/1990
818d4e55-50b5-4fad-837b-289d05f7db14,CPF318,Aluno 318,01/01/1990
1d5ca360-0037-4065-bdb2-53ba3552322f,CPF319,Aluno 319,01/01/1990
0a5bcbb0-aa9d-41ef-a439-4aad00da816c,CPF320,Aluno 320,01/01/1990
4143fcd4-9d49-4161-9894-b45a8ab20a94,CPF321,Aluno 321,01/01/1990
b9528834-b763-4828-8806-613df7f678c1,CPF322,Aluno 322,01/01/1990
653cdfe9-6f93-4b54-afe2-b747ad049211,CPF323,Aluno 323,01/01/1990
11e0385e-cc8b-4161-a017-f2b8e173b5f0,CPF324,Aluno 324,01/01/1990
6ae30de4-8da1-4e68-ab32-f68446ecb147,CPF325,Aluno 325,01/01/1990
6d899b75-9a60-46e2-98f0-786ae541ce2e,CPF326,Aluno 326,01/01/1990
502ae423-d486-43a0-8bd9-09f3551696e9,CPF327,Aluno 327,01/01/1990
dec4d739-7fd0-4455-9d11-65d832b1657d,CPF328,Aluno 328,01/01/1990
171892ed-d165-438e-878b-cb349fc55da5,CPF329,Aluno 329,01/01/1990
82011311-6902-4b39-b228-b17f1f6ae20e,CPF330,Aluno 330,01/01/1990
a63a4c63-8dfc-4dc5-b53f-3d8b735933aa,CPF331,Aluno 331,01/01/1990
976c2a20-02ef-456d-abcd-b9f05062c6c0,CPF332,Aluno 332,01/01/1990
23984591-48d6-415d-8dba-908e5f3cf01c,CPF333,Aluno 333,01/01/1990
0f46e342-bec1-41cd-90a7-28edd5713c26,CPF334,Aluno 334,01/01/1990
605621d7-fb75-402f-8707-9e7c178ebc6a,CPF335,Aluno 335,01/01/1990
c38c69ba-c9cb-46e7-b590-140efba657f9,CPF336,Aluno 336,01/01/1990
1979696e-b41f-4fd0-a999-abecd4467455,CPF337,Aluno 337,01/01/1990
4fe02b61-f23b-49a6-814b-419d37fd53f7,CPF338,Aluno 338,01/01/1990
702f101a-24ab-45a4-9007-c0746c16a68f,CPF339,Aluno 339,01/01/1990
a88bafdf-8475-4aaa-bfde-2375f6a871b6,CPF340,Aluno 340,01/01/1990
a0ca9c08-6468-43e1-925a-17550b386af7,CPF341,Aluno 341,01/01/1990
5dd28fc2-1573-4a32-9104-f12ecd606565,CPF342,Aluno 342,01/01/1990
bfee20cc-af19-4f18-a9d7-e46cb5c38fa1,CPF343,Aluno 343,01/01/1990
e9de1fee-09b9-4f3f-9778-a7e396f1068d,CPF344,Aluno 344,01/01/1990
4331b932-c2ed-4d0e-aee7-81d42d25ace5,CPF345,Aluno 345,01/01/1990
91e30d81-9c09-4198-bc68-6c9948dc02f2,CPF346,Aluno 346,01/01/1990
3c7aba07-08e0-4a03-af21-3acf238d8711,CPF347,Aluno 347,01/01/1990
a9d65666-2120-40d1-b918-1095db93b2d8,CPF348,Aluno 348,01/01/1990
1744fe92-6afb-40b5-81b1-7f1c69e412dd,CPF349,Aluno 349,01/01/1990
f95884c5-d775-4182-ad3d-b716a1907d31,CPF350,Aluno 350,01/01/1990
4d99a028-140b-412d-ae43-ddbbe2943568,CPF351,Aluno 351,01/01/1990
13e74423-1780-439f-94e3-03be8f1db28c,CPF352,Aluno 352,01/01/1990
67599078-1d1a-4d21-96aa-2d72eca3a611,CPF353,Aluno 353,01/01/1990
c602d0e0-e90a-45c1-a04b-37efc6d7c733,CPF354,Aluno 354,01/01/1990
5aac22e8-f965-4c5b-bbe5-39177c1ef9f8,CPF355,Aluno 355,01/01/1990
4fa0ffdc-79ac-4407-889d-c7616661e229,CPF356,Aluno 356,01/01/1990
ad6fd6de-005c-4a8b-9c5c-a42d4f68f638,CPF357,Aluno 357,01/01/1990
1f1e80cb-12b7-406e-a687-799203b2fcd6,CPF358,Aluno 358,01/01/1990
7b4d2a4c-e28c-4d52-a0dc-61c06836a8af,CPF359,Aluno 359,01/01/1990
db49a649-76cb-46c0-a898-7e194d611c39,CPF360,Aluno 360,01/01/1990
a03e112c-74f9-4a38-b1b5-c39e1f870372,CPF361,Aluno 361,01/01/1990
4b25ddf1-a53a-4e2b-9c8e-9196c13caf54,CPF362,Aluno 362,01/01/1990
613f91f2-d1dc-4cc1-be0a-5885e5e3a35b,CPF363,Aluno 363,01/01/1990
95a56ad2-9712-4d70-a2b9-8ef80f3e2a14,CPF364,Aluno 364,01/01/1990
a2881fe5-62ce-4ac1-ba4a-f852c591f952,CPF365,Aluno 365,01/01/1990
30105263-e387-471a-b186-8baab1ce3f2c,CPF366,Aluno 366,01/01/1990
063dbb0e-d0da-4022-b693-54aa9264f676,CPF367,Aluno 367,01/01/1990
451dbb29-82ab-4162-9dcf-b71c9a0c280d,CPF368,Aluno 368,01/01/1990
a0cb0e4e-179b-4b89-94bb-d8f44fec58c0,CPF369,Aluno 369,01/01/1990
6ab6f41e-b9ae-49e3-9211-41a915ca2011,CPF370,Aluno 370,01/01/1990
ee769833-9f31-4d52-a011-025aa22b2a65,CPF371,Aluno 371,01/01/1990
0677cb3e-3aad-4a9a-b8ed-9b54c6c5cc8d,CPF372,Aluno 372,01/01/1990
87876369-f82a-4dca-9fb7-a85b9a4b452a,CPF373,Aluno 373,01/01/1990
46ad6cd0-7641-40dc-9243-795406c58761,CPF374,Aluno 374,01/01/1990
56968b88-dbf0-4e56-a9c6-e24274eead16,CPF375,Aluno 375,01/01/1990
030232ef-8e22-4b43-a5ef-83574518424c,CPF376,Aluno 376,01/01/1990
4b12a74d-3ef3-4d37-8dd6-4b0cad587ee0,CPF377,Aluno 377,01/01/1990
49ca2aaa-ebc8-46a0-be9a-1fa506e773b3,CPF378,Aluno 378,01/01/1990
239430e2-6d3f-4c6b-9d31-41a9ab3cdb04,CPF379,Aluno 379,01/01/1990
f2eb1e85-538e-4e54-8781-4d703fa34f9c,CPF380,Aluno 380,01/01/1990
6afbe149-51b4-4eb8-85a6-9fc716604971,CPF381,Aluno 381,01/01/1990
f5769973-fb79-4559-bbec-45efcf6d3538,CPF382,Aluno 382,01/01/1990
3c04bd8a-8e3a-46d8-ae85-0d7bf70c3e4c,CPF383,Aluno 383,01/01/1990
7e18f6ab-34cb-49b8-be1c-10c8ebe314d9,CPF384,Aluno 384,01/01/1990
c1e930e9-f76b-46f6-9676-cd3a84a606e3,CPF385,Aluno 385,01/01/1990
be38c079-ab74-4a8f-bbed-f610fd5b6abe,CPF386,Aluno 386,01/01/1990
e241d4b7-2f6f-4a5a-92dd-14d1ce9b1c03,CPF387,Aluno 387,01/01/1990
7792b1d3-3a63-401b-ac29-f623b70c6a53,CPF388,Aluno 388,01/01/1990
401db666-d82b-423a-a98e-2d0298a2dbe7,CPF389,Aluno 389,01/01/1990
28959bd7-f510-4680-8a97-143e592bf620,CPF390,Aluno 390,01/01/1990
43aed62a-7015-44a4-8f5b-5b0cff6028b2,CPF391,Aluno 391,01/01/1990
05d7c034-4505-4c19-881e-5db863976ca7,CPF392,Aluno 392,01/01/1990
88610aaa-6d9c-47b1-8721-fbb2f01ebaf9,CPF393,Aluno 393,01/01/1990
7632ec6f-008b-4a85-ad08-243b1351dde5,CPF394,Aluno 394,01/01/1990
82d2b8f0-fd1c-43de-a8eb-b737365a8727,CPF395,Aluno 395,01/01/1990
a1c6877e-c277-45aa-b105-0b5784aa3929,CPF396,Aluno 396,01/01/1990
fc4794c2-664e-4a1b-9298-2d0bf5e91e7f,CPF397,Aluno 397,01/01/1990
900516d8-b173-40dc-b30b-931a1c2654e0,CPF398,Aluno 398,01/01/1990
031cc69b-0d31-4e6f-92cc-77e375ffc68f,CPF399,Aluno 399,01/01/1990
f7dcacbc-d243-4d17-a579-b173c52cfe23,CPF400,Aluno 400,01/01/1990
fce1ad18-e37b-4008-ab4a-a92bdfe209c6,CPF401,Aluno 401,01/01/1990
79d81c95-f6e5-4ee4-902e-ef10a46d09d8,CPF402,Aluno 402,01/01/1990
0b1a8513-b5b6-4909-b16a-88e077b54e6e,CPF403,Aluno 403,01/01/1990
c48d6a43-6760-4ae4-ab61-5aef3d445349,CPF404,Aluno 404,01/01/1990
75d585db-52d0-44e3-916d-3957906b0790,CPF405,Aluno 405,01/01/1990
88d61fc6-f062-43b2-8afb-da035521059c,CPF406,Aluno 406,01/01/1990
9904edbe-cd9d-4dcb-8aa2-df99ce4273ea,CPF407,Aluno 407,01/01/1990
0d52bdb6-79d1-428d-8619-393afd3e4f3f,CPF408,Aluno 408,01/01/1990
2acfe3d6-7eab-4275-a98a-04fbf8d655c5,CPF409,Aluno 409,01/01/1990
78b9ed32-80ed-4039-97b0-37d049c1ba28,CPF410,Aluno 410,01/01/1990
d03d6345-b574-48b0-8178-a0cdf34e18e4,CPF411,Aluno 411,01/01/1990
6b7b80d8-440b-4312-9cd1-c36e5e325114,CPF412,Aluno 412,01/01/1990
f471dacf-7704-42a7-8bba-c73ae2474048,CPF413,Aluno 413,01/01/1990
70031e53-643f-4c5c-8e4d-d5504e974f73,CPF414,Aluno 414,01/01/1990
7562c7b7-4fec-420f-b7e1-57301a0a71e0,CPF415,Aluno 415,01/01/1990
1d90bbf5-4003-4496-940e-b5f29c40cc21,CPF416,Aluno 416,01/01/1990
dae1b5bc-c853-478a-8198-5a568d9f4bd4,CPF417,Aluno 417,01/01/1990
cde88f8c-cb6a-466e-bb9e-60849eabd1ec,CPF418,Aluno 418,01/01/1990
76dc41bb-e8bf-43d0-a559-7e077ec69e93,CPF419,Aluno 419,01/01/1990
3d2e2837-c1b9-4c31-b9ca-5cfef07df89d,CPF420,Aluno 420,01/01/1990
3eb86af5-47d8-46f1-9640-33a81c3552be,CPF421,Aluno 421,01/01/1990
1e1bfa87-6cce-48e4-87cb-0d037da3c0b7,CPF422,Aluno 422,01/01/1990
b9bce187-6261-42dc-8c03-115f62249e0a,CPF423,Aluno 423,01/01/1990
95918b44-33ea-48e6-a09d-0839c08b90d0,CPF424,Aluno 424,01/01/1990
65a87f14-ae64-4180-9d4c-848bbfbc6899,CPF425,Aluno 425,01/01/1990
a033dc31-4dcf-4903-a719-370379f53c6e,CPF426,Aluno 426,01/01/1990
5ab59c6d-8d2c-4ac9-9e6a-ac3912557bf3,CPF427,Aluno 427,01/01/1990
5669346b-dbcc-4d4f-ba9e-ccda57dd251b,CPF428,Aluno 428,01/01/1990
98e331d1-bc47-4804-b2b7-2caff19bcd56,CPF429,Aluno 429,01/01/1990
d82f9877-4bcc-4d49-a726-474f87ebd3bd,CPF430,Aluno 430,01/01/1990
ad682278-f5b7-4fda-a493-5c7eaacf8ad9,CPF431,Aluno 431,01/01/1990
204a3ee7-afcc-4259-894a-a64af7b0842f,CPF432,Aluno 432,01/01/1990
8a152fba-e547-49e2-9dab-c9c63cb3f4b2,CPF433,Aluno 433,01/01/1990
588fd266-d807-48a8-b8c6-3461ddb1e2a6,CPF434,Aluno 434,01/01/1990
d5afb9a7-35f0-4c0d-b5e4-409b7d7cfbdb,CPF435,Aluno 435,01/01/1990
01a7495b-a4b4-4096-82e5-89eb70e6580a,CPF436,Aluno 436,01/01/1990
8886a9a5-3bec-4583-8034-e3042be87e21,CPF437,Aluno 437,01/01/1990
47b9d71d-77bb-4349-9fb6-a38b4d722147,CPF438,Aluno 438,01/01/1990
ebf5fb05-aecb-43b8-aae7-7791923bd923,CPF439,Aluno 439,01/01/1990
3a3aedb4-7329-4288-8572-d55be4cd0878,CPF440,Aluno 440,01/01/1990
52a29563-d238-4d95-a5c9-5ee73b2ffc93,CPF441,Aluno 441,01/01/1990
0934cbc5-87e9-4347-bd4d-958bd6fa7a61,CPF442,Aluno 442,01/01/1990
0e6f56b2-0df3-4495-98e3-b10dea4f88e8,CPF443,Aluno 443,01/01/1990
ddd7b4c3-e744-4dec-934b-ea1039d64541,CPF444,Aluno 444,01/01/1990
c05040cd-c183-472e-b9f6-1fe0009a3318,CPF445,Aluno 445,01/01/1990
aeade086-e403-46ac-8229-c907ad6196d8,CPF446,Aluno 446,01/01/1990
078e50ed-231d-474a-8c78-805ccbe7f5e3,CPF447,Aluno 447,01/01/1990
9aed5395-9fa1-48e6-a643-84276eb2cc83,CPF448,Aluno 448,01/01/1990
95ac9083-a58e-4e26-a34e-95a730b8c986,CPF449,Aluno 449,01/01/1990
ef2346c6-dbc7-43cd-9905-74c27e54ce5f,CPF450,Aluno 450,01/01/1990
ced6dd5b-115d-4c24-9951-ae9b86f26133,CPF451,Aluno 451,01/01/1990
0280070c-bc98-4493-9298-c31d4a4830a2,CPF452,Aluno 452,01/01/1990
193ba013-f979-4105-ac66-579cd2568ed5,CPF453,Aluno 453,01/01/1990
4988a984-795d-4549-863e-3a5b798f360c,CPF454,Aluno 454,01/01/1990
2fc4593c-db90-48a9-baeb-61f8ec6df672,CPF455,Aluno 455,01/01/1990
f2f9b404-bcb3-4633-b218-199df4707d3d,CPF456,Aluno 456,01/01/1990
df734e06-d784-452a-a285-070f9677dabc,CPF457,Aluno 457,01/01/1990
d900e31c-d78d-458c-b159-0b45789e11c3,CPF458,Aluno 458,01/01/1990
0e68025b-551e-42d8-b11d-e7d2b2a906af,CPF459,Aluno 459,01/01/1990
414fa71f-544e-445e-9fa3-9e4bed28418c,CPF460,Aluno 460,01/01/1990
4a1fb57e-3b79-417e-9c5a-c425ae8df6e6,CPF461,Aluno 461,01/01/1990
c975f93b-69e8-40b8-873e-7157c75c35c1,CPF462,Aluno 462,01/01/1990
05aa193c-6bdf-4d4f-8cf9-9504706e5354,CPF463,Aluno 463,01/01/1990
3516f665-8c16-4f8b-ad9a-b2c369c48f32,CPF464,Aluno 464,01/01/1990
b22a9b3c-c261-4b6c-b8e3-e233e9fc6f96,CPF465,Aluno 465,01/01/1990
94ea569c-70e5-4d72-807f-c3779884d0a2,CPF466,Aluno 466,01/01/1990
7a030aff-d13f-4673-bec9-480011b6d88a,CPF467,Aluno 467,01/01/1990
d53aca25-a0e6-402f-9ba2-47acdc20abb3,CPF468,Aluno 468,01/01/1990
9fb6ecbc-bf9d-4c2d-92ee-5bb677520b99,CPF469,Aluno 469,01/01/1990
6e7d4c98-24fa-4ea4-8b9a-39280c683d7d,CPF470,Aluno 470,01/01/1990
f92feccd-7a03-4a4f-bb39-d0f3c906f9a5,CPF471,Aluno 471,01/01/1990
3cc87a07-7888-48a4-85a7-716d01a6c59a,CPF472,Aluno 472,01/01/1990
6702ccd8-d8ca-4c60-b6c9-25eee3aaacf6,CPF473,Aluno 473,01/01/1990
238bb0c6-c5e3-461e-9ad6-657fa6491b4c,CPF474,Aluno 474,01/01/1990
893bafe3-4e43-4d8d-9a1b-9baacc165e22,CPF475,Aluno 475,01/01/1990
d0e448b6-30da-42ee-803e-6c114c884113,CPF476,Aluno 476,01/01/1990
5a74cbdf-a13d-4966-ae44-c82f08c6ca79,CPF478,Aluno 478,01/01/1990
e7a9a13c-1229-47da-8ee7-8e1d7e43df64,518.666.038-84,Guilherme Lopes,04/09/2000
